record_no,snapshot_index,target_id,field,source_value,source_valid,protocol_code,decoded_value,decoded_valid,absolute_error,tolerance,quantization_units,passed
39,2,424cbf,speed,244.63,true,2446,244.60000000000002,true,0.029999999999972715,0.1,0.29999999999972715,true
39,2,424cbf,heading,222.78,true,22278,222.78,true,0.0,0.01,0.0,true
39,2,424cbf,vertical_rate,-8.78,true,31890,-8.779999999999973,true,2.6645352591003757e-14,0.01,2.6645352591003757e-12,true
39,2,424cbf,callsign,MACOR,true,MACOR,MACOR,true,,exact,,true
40,2,a61c53,lat,49.385,true,3247905,49.384994360207145,true,5.639792853173731e-06,4.2915354470099084e-05,0.13141666713025077,true
40,2,a61c53,lon,10.8196,true,2223209,10.819604592229012,true,4.592229013056226e-06,8.583070894019817e-05,0.05350333312819102,true
40,2,a61c53,altitude,10363.2,true,11363,10363,true,0.2000000000007276,1.0,0.2000000000007276,true
40,2,a61c53,speed,243.05,true,2431,243.10000000000002,true,0.05000000000001137,0.1,0.5000000000001137,true
40,2,a61c53,heading,288.51,true,28851,288.51,true,0.0,0.01,0.0,true
40,2,a61c53,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
40,2,a61c53,callsign,THY6091,true,THY6091,THY6091,true,,exact,,true
41,2,8966d5,lat,47.8892,true,3213050,47.88917968015187,true,2.031984813299914e-05,4.2915354470099084e-05,0.4734866665765705,true
41,2,8966d5,lon,7.6044,true,2185749,7.604386235329201,true,1.3764670798721568e-05,8.583070894019817e-05,0.16037000006969518,true
41,2,8966d5,altitude,11277.6,true,12278,11278,true,0.3999999999996362,1.0,0.3999999999996362,true
41,2,8966d5,speed,259.77,true,2598,259.8,true,0.03000000000002956,0.1,0.3000000000002956,true
41,2,8966d5,heading,103.98,true,10398,103.98,true,0.0,0.01,0.0,true
41,2,8966d5,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
41,2,8966d5,callsign,ETD2,true,ETD2,ETD2,true,,exact,,true
42,2,4d253b,lat,46.5431,true,3181684,46.54309667184273,true,3.328157269777421e-06,4.2915354470099084e-05,0.0775516667838847,true
42,2,4d253b,lon,5.7885,true,2164592,5.788465926281418,true,3.4073718581772994e-05,8.583070894019817e-05,0.39698750019079504,true
42,2,4d253b,altitude,11277.6,true,12278,11278,true,0.3999999999996362,1.0,0.3999999999996362,true
42,2,4d253b,speed,225.32,true,2253,225.3,true,0.01999999999998181,0.1,0.1999999999998181,true
42,2,4d253b,heading,198.23,true,19823,198.23000000000002,true,2.842170943040401e-14,0.01,2.8421709430404007e-12,true
42,2,4d253b,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
42,2,4d253b,callsign,EWG40C,true,EWG40C,EWG40C,true,,exact,,true
43,2,45b534,lat,48.7235,true,3232491,48.723497086405075,true,2.9135949262126815e-06,4.2915354470099084e-05,0.0678916663322146,true
43,2,45b534,lon,9.4611,true,2207381,9.461076131123548,true,2.3868876452226573e-05,8.583070894019817e-05,0.2780925003061202,true
43,2,45b534,altitude,11582.4,true,12582,11582,true,0.3999999999996362,1.0,0.3999999999996362,true
43,2,45b534,speed,222.93,true,2229,222.9,true,0.030000000000001137,0.1,0.30000000000001137,true
43,2,45b534,heading,302.37,true,30237,302.37,true,0.0,0.01,0.0,true
43,2,45b534,vertical_rate,-0.33,true,32735,-0.3299999999999841,true,1.5931700403370996e-14,0.01,1.5931700403370996e-12,true
43,2,45b534,callsign,GAV596,true,GAV596,GAV596,true,,exact,,true
44,2,4d240c,lat,49.2407,true,3244543,49.24071293847868,true,1.2938478683111043e-05,4.2915354470099084e-05,0.3014883330889372,true
44,2,4d240c,lon,10.6218,true,2220904,10.621764808121867,true,3.519187813338931e-05,8.583070894019817e-05,0.4100150000847477,true
44,2,4d240c,altitude,5242.56,true,6243,5243,true,0.4399999999995998,1.0,0.4399999999995998,true
44,2,4d240c,speed,192.03,true,1920,192.0,true,0.030000000000001137,0.1,0.30000000000001137,true
44,2,4d240c,heading,248.8,true,24880,248.8,true,0.0,0.01,0.0,true
44,2,4d240c,vertical_rate,9.43,true,33711,9.430000000000007,true,7.105427357601002e-15,0.01,7.105427357601002e-13,true
44,2,4d240c,callsign,EWG53L,true,EWG53L,EWG53L,true,,exact,,true
45,2,ad35c8,lat,45.9448,true,3167743,45.94481371517509,true,1.3715175086304043e-05,4.2915354470099084e-05,0.3195866667222795,true
45,2,ad35c8,lon,11.2937,true,2228733,11.293733428414669,true,3.34284146692454e-05,8.583070894019817e-05,0.3894691664790555,true
45,2,ad35c8,altitude,13716.0,true,14716,13716,true,0.0,1.0,0.0,true
45,2,ad35c8,speed,255.71,true,2557,255.70000000000002,true,0.009999999999990905,0.1,0.09999999999990905,true
45,2,ad35c8,heading,118.21,true,11821,118.21000000000001,true,1.4210854715202004e-14,0.01,1.4210854715202004e-12,true
45,2,ad35c8,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
45,2,ad35c8,callsign,N950MP,true,N950MP,N950MP,true,,exact,,true
46,2,3889ff,lat,45.7172,true,3162439,45.717190675065666,true,9.324934332255452e-06,4.2915354470099084e-05,0.21728666691434467,true
46,2,3889ff,lon,5.0918,true,2156475,5.091778061813841,true,2.1938186159253803e-05,8.583070894019817e-05,0.2555983333953242,true
46,2,3889ff,altitude,,false,0,,false,,,,true
46,2,3889ff,speed,7.2,true,72,7.2,true,0.0,0.1,0.0,true
46,2,3889ff,heading,168.75,true,16875,168.75,true,0.0,0.01,0.0,true
46,2,3889ff,vertical_rate,,false,0,,false,,,,true
46,2,3889ff,callsign,LA2,true,LA2,LA2,true,,exact,,true
47,2,4b17fd,lat,47.4443,true,3202684,47.44431911571482,true,1.9115714820827634e-05,4.2915354470099084e-05,0.44542833344523225,true
47,2,4b17fd,lon,8.5674,true,2196969,8.567406789638227,true,6.789638227644446e-06,8.583070894019817e-05,0.07910499996423273,true
47,2,4b17fd,altitude,,false,0,,false,,,,true
47,2,4b17fd,speed,0.06,true,1,0.1,true,0.04000000000000001,0.1,0.4000000000000001,true
47,2,4b17fd,heading,244.69,true,24469,244.69,true,0.0,0.01,0.0,true
47,2,4b17fd,vertical_rate,,false,0,,false,,,,true
47,2,4b17fd,callsign,SWR7DC,true,SWR7DC,SWR7DC,true,,exact,,true
48,3,a48850,lat,48.3537,true,3223874,48.353695476936224,true,4.523063779515724e-06,4.2915354470099084e-05,0.10539499988674521,true
48,3,a48850,lon,9.5029,true,2207868,9.502875686377479,true,2.4313622521532352e-05,8.583070894019817e-05,0.2832741663414742,true
48,3,a48850,altitude,11894.82,true,12895,11895,true,0.18000000000029104,1.0,0.18000000000029104,true
48,3,a48850,speed,241.82,true,2418,241.8,true,0.01999999999998181,0.1,0.1999999999998181,true
48,3,a48850,heading,152.78,true,15278,152.78,true,0.0,0.01,0.0,true
48,3,a48850,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
48,3,a48850,callsign,UPS266,true,UPS266,UPS266,true,,exact,,true
49,3,896175,lat,45.5287,true,3158047,45.528706438233,true,6.438233000949367e-06,4.2915354470099084e-05,0.15002166661433852,true
49,3,896175,lon,5.104,true,2156617,5.103966022483348,true,3.397751665179527e-05,8.583070894019817e-05,0.3958666667365968,true
49,3,896175,altitude,10972.8,true,11973,10973,true,0.2000000000007276,1.0,0.2000000000007276,true
49,3,896175,speed,255.67,true,2557,255.70000000000002,true,0.03000000000002956,0.1,0.3000000000002956,true
49,3,896175,heading,110.0,true,11000,110.0,true,0.0,0.01,0.0,true
49,3,896175,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
49,3,896175,callsign,UAE4M,true,UAE4M,UAE4M,true,,exact,,true
50,3,3849ff,lat,47.5896,true,3206069,47.589587590596096,true,1.2409403900903726e-05,4.2915354470099084e-05,0.28916000005429,true
50,3,3849ff,lon,7.5295,true,2184877,7.529541857133353,true,4.185713335314034e-05,8.583070894019817e-05,0.48767083331799055,true
50,3,3849ff,altitude,,false,0,,false,,,,true
50,3,3849ff,speed,22.12,true,221,22.1,true,0.019999999999999574,0.1,0.19999999999999574,true
50,3,3849ff,heading,334.69,true,33469,334.69,true,0.0,0.01,0.0,true
50,3,3849ff,vertical_rate,,false,0,,false,,,,true
50,3,3849ff,callsign,M02,true,M02,M02,true,,exact,,true
51,3,407fac,lat,48.9357,true,3237436,48.9357135142597,true,1.3514259705971199e-05,4.2915354470099084e-05,0.3149050001529673,true
51,3,407fac,lon,8.9906,true,2201900,8.990638015422348,true,3.8015422347825734e-05,8.583070894019817e-05,0.4429116666659792,true
51,3,407fac,altitude,11582.4,true,12582,11582,true,0.3999999999996362,1.0,0.3999999999996362,true
51,3,407fac,speed,228.42,true,2284,228.4,true,0.01999999999998181,0.1,0.1999999999998181,true
51,3,407fac,heading,300.9,true,30090,300.90000000000003,true,5.684341886080802e-14,0.01,5.6843418860808015e-12,true
51,3,407fac,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
51,3,407fac,callsign,TOM8VC,true,TOM8VC,TOM8VC,true,,exact,,true
52,3,3c815e,lat,48.6862,true,3231622,48.68620364337053,true,3.643370533268353e-06,4.2915354470099084e-05,0.08489666643221697,true
52,3,3c815e,lon,9.2024,true,2204367,9.202382374377805,true,1.7625622195538426e-05,8.583070894019817e-05,0.2053533334767039,true
52,3,3c815e,altitude,,false,0,,false,,,,true
52,3,3c815e,speed,5.66,true,57,5.7,true,0.040000000000000036,0.1,0.40000000000000036,true
52,3,3c815e,heading,73.12,true,7312,73.12,true,0.0,0.01,0.0,true
52,3,3c815e,vertical_rate,,false,0,,false,,,,true
52,3,3c815e,callsign,F172,true,F172,F172,true,,exact,,true
53,3,7c8066,lat,49.405,true,3248371,49.40499291539024,true,7.084609762841865e-06,4.2915354470099084e-05,0.1650833332339829,true
53,3,7c8066,lon,11.5747,true,2232006,11.574657338775921,true,4.2661224078699433e-05,8.583070894019817e-05,0.49703916704711465,true
53,3,7c8066,altitude,12184.38,true,13184,12184,true,0.37999999999919964,1.0,0.37999999999919964,true
53,3,7c8066,speed,243.99,true,2440,244.0,true,0.009999999999990905,0.1,0.09999999999990905,true
53,3,7c8066,heading,293.48,true,29348,293.48,true,0.0,0.01,0.0,true
53,3,7c8066,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
53,3,7c8066,callsign,QFA219,true,QFA219,QFA219,true,,exact,,true
54,3,45ce47,lat,48.5185,true,3227714,48.518490438101395,true,9.561898608012598e-06,4.2915354470099084e-05,0.22280833342935036,true
54,3,45ce47,lon,6.298,true,2170529,6.298042845259403,true,4.284525940256856e-05,8.583070894019817e-05,0.49918333346658755,true
54,3,45ce47,altitude,11887.2,true,12887,11887,true,0.2000000000007276,1.0,0.2000000000007276,true
54,3,45ce47,speed,233.65,true,2337,233.70000000000002,true,0.05000000000001137,0.1,0.5000000000001137,true
54,3,45ce47,heading,181.64,true,18164,181.64000000000001,true,2.842170943040401e-14,0.01,2.8421709430404007e-12,true
54,3,45ce47,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
54,3,45ce47,callsign,SRR6382,true,SRR6382,SRR6382,true,,exact,,true
55,3,3c5434,lat,45.7287,true,3162707,45.72869199006365,true,8.009936351527358e-06,4.2915354470099084e-05,0.18664500038344584,true
55,3,3c5434,lon,8.7918,true,2199583,8.79176826280792,true,3.173719207971715e-05,8.583070894019817e-05,0.36976499986537187,true
55,3,3c5434,altitude,3314.7,true,4315,3315,true,0.3000000000001819,1.0,0.3000000000001819,true
55,3,3c5434,speed,167.29,true,1673,167.3,true,0.010000000000019327,0.1,0.10000000000019327,true
55,3,3c5434,heading,152.33,true,15233,152.33,true,0.0,0.01,0.0,true
55,3,3c5434,vertical_rate,-5.85,true,32183,-5.850000000000023,true,2.3092638912203256e-14,0.01,2.3092638912203256e-12,true
55,3,3c5434,callsign,BCS6GA,true,BCS6GA,BCS6GA,true,,exact,,true
56,3,4b5d62,lat,47.4578,true,3202998,47.45779453701843,true,5.462981569337444e-06,4.2915354470099084e-05,0.1272966665845375,true
56,3,4b5d62,lon,8.5619,true,2196905,8.561913624266055,true,1.36242660548902e-05,8.583070894019817e-05,0.15873416663006704,true
56,3,4b5d62,altitude,,false,0,,false,,,,true
56,3,4b5d62,speed,2.57,true,26,2.6,true,0.03000000000000025,0.1,0.3000000000000025,true
56,3,4b5d62,heading,275.62,true,27562,275.62,true,0.0,0.01,0.0,true
56,3,4b5d62,vertical_rate,,false,0,,false,,,,true
56,3,4b5d62,callsign,VIKTOR21,true,VIKTOR21,VIKTOR21,true,,exact,,true
57,3,4b5d54,lat,47.4582,true,3203007,47.45818077520866,true,1.9224791337535407e-05,4.2915354470099084e-05,0.44796999989665987,true
57,3,4b5d54,lon,8.5491,true,2196756,8.549124848633966,true,2.4848633966456646e-05,8.583070894019817e-05,0.28950749997614167,true
57,3,4b5d54,altitude,,false,0,,false,,,,true
57,3,4b5d54,speed,4.37,true,44,4.4,true,0.03000000000000025,0.1,0.3000000000000025,true
57,3,4b5d54,heading,278.44,true,27844,278.44,true,0.0,0.01,0.0,true
57,3,4b5d54,vertical_rate,,false,0,,false,,,,true
57,3,4b5d54,callsign,GALA6,true,GALA6,GALA6,true,,exact,,true
58,3,4b5d6e,lat,47.4409,true,3202604,47.44088588735721,true,1.4112642787722507e-05,4.2915354470099084e-05,0.3288483332359604,true
58,3,4b5d6e,lon,8.5624,true,2196911,8.562428608519696,true,2.8608519695438872e-05,8.583070894019817e-05,0.3333133332892732,true
58,3,4b5d6e,altitude,,false,0,,false,,,,true
58,3,4b5d6e,speed,2.57,true,26,2.6,true,0.03000000000000025,0.1,0.3000000000000025,true
58,3,4b5d6e,heading,219.38,true,21938,219.38,true,0.0,0.01,0.0,true
58,3,4b5d6e,vertical_rate,,false,0,,false,,,,true
58,3,4b5d6e,callsign,VIKTOR31,true,VIKTOR31,VIKTOR31,true,,exact,,true
59,3,4b5c39,lat,47.4579,true,3203000,47.45788036772737,true,1.963227263246381e-05,4.2915354470099084e-05,0.4574649999953381,true
59,3,4b5c39,lon,8.549,true,2196755,8.549039017925026,true,3.90179250260303e-05,8.583070894019817e-05,0.4545916666401499,true
59,3,4b5c39,altitude,,false,0,,false,,,,true
59,3,4b5c39,speed,4.89,true,49,4.9,true,0.010000000000000675,0.1,0.10000000000000675,true
59,3,4b5c39,heading,247.5,true,24750,247.5,true,0.0,0.01,0.0,true
59,3,4b5c39,vertical_rate,,false,0,,false,,,,true
59,3,4b5c39,callsign,GALA21,true,GALA21,GALA21,true,,exact,,true
60,3,4b5c1b,lat,47.4568,true,3202975,47.45680748386562,true,7.483865616109142e-06,4.2915354470099084e-05,0.1743866666957968,true
60,3,4b5c1b,lon,8.5628,true,2196915,8.562771931355456,true,2.8068644542855736e-05,8.583070894019817e-05,0.32702333336675954,true
60,3,4b5c1b,altitude,,false,0,,false,,,,true
60,3,4b5c1b,speed,0.0,true,0,0.0,true,0.0,0.1,0.0,true
60,3,4b5c1b,heading,118.12,true,11812,118.12,true,0.0,0.01,0.0,true
60,3,4b5c1b,vertical_rate,,false,0,,false,,,,true
60,3,4b5c1b,callsign,URSULA8,true,URSULA8,URSULA8,true,,exact,,true
61,3,440b61,lat,49.484,true,3250212,49.484000082969686,true,8.296968445620223e-08,4.2915354470099084e-05,0.0019333333134650132,true
61,3,440b61,lon,5.0333,true,2155794,5.033327349025569,true,2.7349025569556318e-05,8.583070894019817e-05,0.3186391666485188,true
61,3,440b61,altitude,10957.56,true,11958,10958,true,0.4400000000005093,1.0,0.4400000000005093,true
61,3,440b61,speed,233.06,true,2331,233.10000000000002,true,0.040000000000020464,0.1,0.40000000000020464,true
61,3,440b61,heading,36.11,true,3611,36.11,true,0.0,0.01,0.0,true
61,3,440b61,vertical_rate,5.85,true,33353,5.850000000000023,true,2.3092638912203256e-14,0.01,2.3092638912203256e-12,true
61,3,440b61,callsign,TAY5DN,true,TAY5DN,TAY5DN,true,,exact,,true
62,3,48ea3a,lat,47.8793,true,3212820,47.87930914862375,true,9.148623746568774e-06,4.2915354470099084e-05,0.21317833347835916,true
62,3,48ea3a,lon,8.0462,true,2190897,8.046242724953316,true,4.2724953315698144e-05,8.583070894019817e-05,0.4977816662969241,true
62,3,48ea3a,altitude,10972.8,true,11973,10973,true,0.2000000000007276,1.0,0.2000000000007276,true
62,3,48ea3a,speed,229.54,true,2295,229.5,true,0.03999999999999204,0.1,0.3999999999999204,true
62,3,48ea3a,heading,225.45,true,22545,225.45000000000002,true,2.842170943040401e-14,0.01,2.8421709430404007e-12,true
62,3,48ea3a,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
62,3,48ea3a,callsign,ENT1511,true,ENT1511,ENT1511,true,,exact,,true
63,3,424cbf,lat,46.8685,true,3189266,46.868480889435034,true,1.9110564963398247e-05,4.2915354470099084e-05,0.4453083330982009,true
63,3,424cbf,lon,11.209,true,2227746,11.209018518690698,true,1.8518690698243745e-05,8.583070894019817e-05,0.21575833319921064,true
63,3,424cbf,altitude,9730.74,true,10731,9731,true,0.2600000000002183,1.0,0.2600000000002183,true
63,3,424cbf,speed,243.53,true,2435,243.5,true,0.030000000000001137,0.1,0.30000000000001137,true
63,3,424cbf,heading,222.86,true,22286,222.86,true,0.0,0.01,0.0,true
63,3,424cbf,vertical_rate,-8.13,true,31955,-8.129999999999995,true,5.329070518200751e-15,0.01,5.329070518200751e-13,true
63,3,424cbf,callsign,MACOR,true,MACOR,MACOR,true,,exact,,true
64,3,a61c53,lat,49.3949,true,3248136,49.394907807089766,true,7.807089765776709e-06,4.2915354470099084e-05,0.18191833347703637,true
64,3,a61c53,lon,10.7743,true,2222681,10.77428597790859,true,1.4022091409771065e-05,8.583070894019817e-05,0.16336916685076946,true
64,3,a61c53,altitude,10363.2,true,11363,10363,true,0.2000000000007276,1.0,0.2000000000007276,true
64,3,a61c53,speed,243.05,true,2431,243.10000000000002,true,0.05000000000001137,0.1,0.5000000000001137,true
64,3,a61c53,heading,288.51,true,28851,288.51,true,0.0,0.01,0.0,true
64,3,a61c53,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
64,3,a61c53,callsign,THY6091,true,THY6091,THY6091,true,,exact,,true
65,3,8966d5,lat,47.8813,true,3212866,47.88128325492937,true,1.6745070631429826e-05,4.2915354470099084e-05,0.3901883332478778,true
65,3,8966d5,lon,7.6513,true,2186296,7.651335633119487,true,3.563311948706627e-05,8.583070894019817e-05,0.41515583323322364,true
65,3,8966d5,altitude,11277.6,true,12278,11278,true,0.3999999999996362,1.0,0.3999999999996362,true
65,3,8966d5,speed,258.28,true,2583,258.3,true,0.020000000000038654,0.1,0.20000000000038654,true
65,3,8966d5,heading,104.06,true,10406,104.06,true,0.0,0.01,0.0,true
65,3,8966d5,vertical_rate,0.0,true,32768,0.0,true,0.0,0.01,0.0,true
65,3,8966d5,callsign,ETD2,true,ETD2,ETD2,true,,exact,,true
66,3,4d253b,lat,46.5154,true,3181039,46.51541626820952,true,1.626820952083108e-05,4.2915354470099084e-05,0.37907666665472417,true
66,3,4d253b,lon,5.7767,true,2164455,5.776707119156612,true,7.119156611778976e-06,8.583070894019817e-05,0.08294416648403999,true
66,3,4d253b,altitude,11277.6,true,12278,11278,true,0.3999999999996362,1.0,0.3999999999996362,true
66,3,4d253b,speed,225.56,true,2256,225.60000000000002,true,0.040000000000020464,0.1,0.40000000000020464,true
66,3,4d253b,heading,195.75,true,19575,195.75,true,0.0,0.01,0.0,true
66,3,4d253b,vertical_rate,0.33,true,32801,0.3299999999999841,true,1.5931700403370996e-14,0.01,1.5931700403370996e-12,true
66,3,4d253b,callsign,EWG40C,true,EWG40C,EWG40C,true,,exact,,true
67,3,45b534,lat,48.7388,true,3232848,48.7388178679509,true,1.7867950901973018e-05,4.2915354470099084e-05,0.41635333373332295,true
67,3,45b534,lon,9.4245,true,2206955,9.424512249115025,true,1.2249115025397828e-05,8.583070894019817e-05,0.14271249971769773,true
67,3,45b534,altitude,11582.4,true,12582,11582,true,0.3999999999996362,1.0,0.3999999999996362,true
67,3,45b534,speed,222.93,true,2229,222.9,true,0.030000000000001137,0.1,0.30000000000001137,true
67,3,45b534,heading,302.37,true,30237,302.37,true,0.0,0.01,0.0,true
67,3,45b534,vertical_rate,0.33,true,32801,0.3299999999999841,true,1.5931700403370996e-14,0.01,1.5931700403370996e-12,true
67,3,45b534,callsign,GAV596,true,GAV596,GAV596,true,,exact,,true
68,3,4d240c,lat,49.2319,true,3244338,49.23191529081231,true,1.529081230700058e-05,4.2915354470099084e-05,0.3563016662871636,true
68,3,4d240c,lon,10.5875,true,2220505,10.58751835525473,true,1.8355254729485182e-05,8.583070894019817e-05,0.21385416660456635,true
68,3,4d240c,altitude,5372.1,true,6372,5372,true,0.1000000000003638,1.0,0.1000000000003638,true
68,3,4d240c,speed,193.84,true,1938,193.8,true,0.03999999999999204,0.1,0.3999999999999204,true
68,3,4d240c,heading,248.68,true,24868,248.68,true,0.0,0.01,0.0,true
68,3,4d240c,vertical_rate,9.1,true,33678,9.100000000000023,true,2.3092638912203256e-14,0.01,2.3092638912203256e-12,true
68,3,4d240c,callsign,EWG53L,true,EWG53L,EWG53L,true,,exact,,true
69,3,ad35c8,lat,45.9295,true,3167386,45.92949293362926,true,7.066370734776228e-06,4.2915354470099084e-05,0.16465833317768966,true
69,3,ad35c8,lon,11.3345,true,2229208,11.33450301516126,true,3.0151612602224986e-06,8.583070894019817e-05,0.03512916644231946,true
69,3,ad35c8,altitude,13716.0,true,14716,13716,true,0.0,1.0,0.0,true
69,3,ad35c8,speed,255.71,true,2557,255.70000000000002,true,0.009999999999990905,0.1,0.09999999999990905,true
69,3,ad35c8,heading,118.21,true,11821,118.21000000000001,true,1.4210854715202004e-14,0.01,1.4210854715202004e-12,true
69,3,ad35c8,vertical_rate,-0.33,true,32735,-0.3299999999999841,true,1.5931700403370996e-14,0.01,1.5931700403370996e-12,true
69,3,ad35c8,callsign,N950MP,true,N950MP,N950MP,true,,exact,,true
70,3,3889ff,lat,45.7164,true,3162421,45.716418198685204,true,1.8198685204140475e-05,4.2915354470099084e-05,0.42405999970990005,true
70,3,3889ff,lon,5.0926,true,2156485,5.092636368903243,true,3.63689032427672e-05,8.583070894019817e-05,0.4237283332718006,true
70,3,3889ff,altitude,,false,0,,false,,,,true
70,3,3889ff,speed,8.23,true,82,8.200000000000001,true,0.02999999999999936,0.1,0.2999999999999936,true
70,3,3889ff,heading,81.56,true,8156,81.56,true,0.0,0.01,0.0,true
70,3,3889ff,vertical_rate,,false,0,,false,,,,true
70,3,3889ff,callsign,LA2,true,LA2,LA2,true,,exact,,true
71,3,4b17fd,lat,47.4443,true,3202684,47.44431911571482,true,1.9115714820827634e-05,4.2915354470099084e-05,0.44542833344523225,true
71,3,4b17fd,lon,8.5674,true,2196969,8.567406789638227,true,6.789638227644446e-06,8.583070894019817e-05,0.07910499996423273,true
71,3,4b17fd,altitude,,false,0,,false,,,,true
71,3,4b17fd,speed,0.39,true,4,0.4,true,0.010000000000000009,0.1,0.10000000000000009,true
71,3,4b17fd,heading,244.69,true,24469,244.69,true,0.0,0.01,0.0,true
71,3,4b17fd,vertical_rate,,false,0,,false,,,,true
71,3,4b17fd,callsign,SWR7DC,true,SWR7DC,SWR7DC,true,,exact,,true
